Rank,ADP,Name,POS,AB,Z_R,Z_HR,Z_RBI,Z_SB,Z_BB,Z_AVG,Z_SLG,IP,Z_K,Z_QS,Z_W,Z_SV,Z_HLD,Z_ERA,Z_WHIP,$
403,236.4,Jose Caballero,2B/SS/ 3B/OF,192.0,-0.698,-0.908,-0.819,1.733,-0.473,-1.147,-1.402,,,,,,,,,-4.56
404,259.8,Miguel Amaya,C,222.0,-0.571,-0.594,-0.596,-0.701,-0.652,-0.296,-0.418,,,,,,,,,-4.7
405,255.6,Joey Cantillo,SP,,,,,,,,,118.1,-0.301,-0.907,-0.864,0.0,0.0,0.006,0.249,-4.75
406,259.8,Pedro Pages,C,303.0,-0.333,-0.344,-0.336,-0.752,-0.417,-0.896,-0.812,,,,,,,,,-4.78
407,259.2,Patrick Bailey,C,367.0,-0.137,-0.485,-0.234,-0.575,-0.033,-1.047,-1.402,,,,,,,,,-4.81
408,260.0,Nelson Velazquez,OF,210.0,-0.652,-0.344,-0.574,-0.525,-0.535,-1.197,-0.09,,,,,,,,,-4.81
409,260.0,Michael Lorenzen,SP,,,,,,,,,143.0,-0.52,-0.125,-0.71,0.0,0.0,0.605,0.4,-4.82
410,259.9,Amed Rosario,3B,137.0,-1.007,-1.027,-0.991,-0.55,-1.154,1.106,-0.309,,,,,,,,,-4.83
411,260.0,Tyrone Taylor,OF,247.0,-0.514,-0.659,-0.537,-0.033,-0.796,-0.646,-0.768,,,,,,,,,-4.86
412,259.9,Alex Call,OF,171.0,-0.674,-0.8,-0.786,-0.55,-0.408,-0.346,-0.396,,,,,,,,,-4.87
413,259.9,Coby Mayo,1B,181.0,-0.716,-0.518,-0.673,-0.676,-0.613,-0.796,0.019,,,,,,,,,-4.88
414,260.0,Steven Wilson,RP,,,,,,,,,51.5,-0.302,0.0,-0.55,-0.67,-0.088,0.532,0.272,-4.93
415,260.0,Christian Moore,2B,218.0,-0.61,-0.583,-0.647,-0.386,-0.478,-0.796,-0.615,,,,,,,,,-5.06
416,257.7,Javier Baez,SS/3B/ OF,249.0,-0.588,-0.583,-0.552,-0.411,-0.966,-0.396,-0.681,,,,,,,,,-5.13
417,259.9,Justin Martinez,RP,,,,,,,,,28.7,-0.997,0.0,-1.37,-0.188,-0.33,-0.397,0.029,-5.14
418,258.4,Luis Gil,SP,,,,,,,,,109.7,-0.578,-0.765,-0.671,0.0,0.0,0.289,0.223,-5.16
419,260.0,Christian Encarnacion-Strand,1B,81.0,-1.203,-0.919,-1.144,-0.815,-1.224,0.055,0.981,,,,,,,,,-5.24
420,259.9,Dalton Rushing,C,176.0,-0.677,-0.572,-0.702,-0.752,-0.53,-0.896,-0.134,,,,,,,,,-5.24
421,259.9,Tyler Gilbert,RP,,,,,,,,,46.2,-0.78,0.0,-0.667,-0.67,-0.088,0.217,0.191,-5.34
422,260.0,Gregory Santos,RP,,,,,,,,,41.6,-0.844,0.0,-0.785,-0.67,-0.088,-0.016,0.245,-5.34
423,259.9,Casey Schmitt,2B/3B,204.0,-0.762,-0.637,-0.709,-0.714,-0.761,-0.346,-0.615,,,,,,,,,-5.58
424,259.2,Hyeseong Kim,2B,112.0,-1.085,-1.125,-1.115,-0.172,-1.115,0.906,-0.878,,,,,,,,,-5.63
425,260.0,Nick Loftin,OF,132.0,-0.975,-0.984,-1.005,-0.588,-0.761,0.205,-0.571,,,,,,,,,-5.75
426,259.8,Liam Hicks,C/1B,202.0,-0.723,-0.93,-0.822,-0.726,-0.282,0.055,-1.249,,,,,,,,,-5.75
427,259.9,Jahmai Jones,OF,129.0,-0.95,-0.875,-0.994,-0.537,-0.735,-0.446,-0.2,,,,,,,,,-5.82
428,259.9,Deyvison De Los Santos,1B,173.0,-0.911,-0.68,-0.811,-0.55,-0.975,-0.496,-0.462,,,,,,,,,-6.0
429,259.9,Luis Torrens,C,182.0,-0.777,-0.745,-0.779,-0.714,-0.849,-0.446,-0.637,,,,,,,,,-6.08
430,260.0,Oswald Peraza,3B,198.0,-0.737,-0.648,-0.757,-0.045,-0.713,-1.097,-0.965,,,,,,,,,-6.1
431,259.9,Jorge Mateo,2B/SS/ OF,174.0,-0.89,-0.908,-0.885,0.8,-0.966,-0.946,-1.206,,,,,,,,,-6.14
432,259.8,Oswaldo Cabrera,3B,116.0,-1.029,-0.93,-1.038,-0.676,-0.988,-0.196,-0.309,,,,,,,,,-6.35
433,259.9,Zac Veen,OF,82.0,-1.213,-1.06,-1.21,-0.563,-1.136,0.255,-0.265,,,,,,,,,-6.38
434,260.0,Blake Perkins,OF,198.0,-0.766,-0.854,-0.837,0.055,-0.399,-1.047,-1.359,,,,,,,,,-6.4
435,259.9,Henry Davis,C,204.0,-0.709,-0.648,-0.724,-0.487,-0.591,-1.147,-0.921,,,,,,,,,-6.42
436,259.9,Ildemaro Vargas,2B,110.0,-1.139,-1.125,-1.137,-0.714,-1.123,0.756,-0.768,,,,,,,,,-6.45
437,259.2,Enrique Hernandez,1B/3B/ OF,145.0,-0.943,-0.821,-0.896,-0.802,-0.958,-0.596,-0.331,,,,,,,,,-6.57
438,260.0,Leody Taveras,OF,82.0,-1.199,-1.06,-1.195,-0.449,-1.145,-0.045,-0.353,,,,,,,,,-6.69
439,260.0,Kristian Campbell,2B,83.0,-1.192,-1.081,-1.21,-0.739,-1.023,0.255,-0.484,,,,,,,,,-6.73
440,260.0,Rhett Lowder,SP,,,,,,,,,120.0,-0.896,-0.954,-0.826,0.0,0.0,0.284,0.35,-6.76
441,259.9,Eli White,OF,137.0,-1.0,-0.897,-0.994,-0.323,-0.979,-0.546,-0.834,,,,,,,,,-6.85
442,260.0,Adam Frazier,2B/OF,209.0,-0.801,-0.93,-0.837,-0.348,-0.774,-0.496,-1.468,,,,,,,,,-6.95
443,259.9,Johan Rojas,OF,102.0,-1.153,-1.136,-1.173,-0.172,-1.154,0.105,-1.009,,,,,,,,,-6.99
444,259.9,Alex Verdugo,OF,70.0,-1.27,-1.146,-1.276,-0.827,-1.171,0.355,-0.462,,,,,,,,,-7.12
445,259.9,Rowdy Tellez,1B,67.0,-1.277,-0.973,-1.221,-0.853,-1.18,-0.596,0.26,,,,,,,,,-7.17
446,260.0,Thairo Estrada,2B,97.0,-1.167,-1.038,-1.151,-0.676,-1.232,0.055,-0.725,,,,,,,,,-7.29
447,260.0,Jose Suarez,RP,,,,,,,,,32.4,-1.209,0.0,-1.253,-0.67,-0.451,-0.011,0.002,-7.3
448,260.0,Ty France,1B,57.0,-1.341,-1.168,-1.316,-0.865,-1.263,0.455,-0.484,,,,,,,,,-7.35
449,257.5,Andrew Painter,SP,,,,,,,,,113.5,-1.115,-0.788,-0.826,0.0,0.0,0.421,0.451,-7.36
450,260.0,Tommy Pham,OF,70.0,-1.259,-1.103,-1.276,-0.739,-1.119,0.005,-0.528,,,,,,,,,-7.39
451,259.9,Mike Tauchman,OF,113.0,-1.029,-1.006,-1.086,-0.777,-0.744,-0.546,-0.856,,,,,,,,,-7.43
452,259.9,Jerar Encarnacion,OF,127.0,-1.039,-0.81,-1.016,-0.714,-0.91,-0.946,-0.659,,,,,,,,,-7.49
453,260.0,Vimael Machin,2B,65.0,-1.298,-1.157,-1.301,-0.726,-1.184,0.255,-0.768,,,,,,,,,-7.59
454,258.1,Justin Steele,SP,,,,,,,,,75.8,-1.417,-1.239,-1.405,0.0,0.0,-0.215,-0.131,-7.59
455,259.9,Orlando Arcia,2B/SS/ 3B,128.0,-1.043,-0.93,-1.031,-0.79,-0.988,-0.646,-0.79,,,,,,,,,-7.64
456,260.0,Jon Berti,2B,61.0,-1.323,-1.211,-1.334,-0.462,-1.219,0.405,-1.118,,,,,,,,,-7.69
457,260.0,Jon Berti,2B,61.0,-1.323,-1.211,-1.334,-0.462,-1.219,0.405,-1.118,,,,,,,,,-7.69
458,259.8,Endy Rodriguez,1B,50.0,-1.362,-1.168,-1.352,-0.815,-1.224,0.005,-0.353,,,,,,,,,-7.7
459,260.0,Jose Iglesias,SS,66.0,-1.327,-1.211,-1.323,-0.79,-1.263,0.655,-1.074,,,,,,,,,-7.78
460,260.0,Esteury Ruiz,OF,44.0,-1.384,-1.201,-1.385,-0.399,-1.25,-0.045,-0.681,,,,,,,,,-7.8
461,259.3,Wilmer Flores,1B,62.0,-1.298,-1.06,-1.272,-0.865,-1.18,-0.496,-0.222,,,,,,,,,-7.85
462,260.0,Andrew Chafin,RP,,,,,,,,,35.6,-0.913,0.0,-1.136,-0.67,-0.694,0.055,0.38,-7.86
463,259.9,Justin Turner,3B,62.0,-1.295,-1.146,-1.305,-0.84,-1.158,0.055,-0.725,,,,,,,,,-7.88
464,259.9,Jake Rogers,C,174.0,-0.83,-0.68,-0.822,-0.739,-0.748,-1.747,-0.856,,,,,,,,,-7.89
465,260.0,Chas McCormick,OF,100.0,-1.135,-0.984,-1.144,-0.436,-1.01,-0.796,-0.943,,,,,,,,,-7.92
466,259.9,Dylan Moore,2B/OF,130.0,-0.993,-0.865,-1.016,0.055,-0.774,-1.897,-1.009,,,,,,,,,-7.98
467,259.9,Jhonkensy Noel,OF,29.0,-1.44,-1.146,-1.403,-0.878,-1.346,-0.796,0.456,,,,,,,,,-8.05
468,260.0,Jose Miranda,3B,67.0,-1.291,-1.114,-1.272,-0.84,-1.245,-0.246,-0.55,,,,,,,,,-8.06
469,260.0,Jonah Heim,C,103.0,-1.139,-0.973,-1.118,-0.802,-1.067,-0.696,-0.79,,,,,,,,,-8.09
470,260.0,Cooper Criswell,RP,,,,,,,,,39.1,-1.174,0.0,-0.902,-0.67,-0.936,0.141,0.164,-8.14
471,218.3,Hunter Greene,SP,,,,,,,,,67.1,-1.253,-1.452,-1.713,0.0,0.0,-0.073,-0.333,-8.2
472,260.0,Jack Suwinski,OF,78.0,-1.185,-0.908,-1.155,-0.651,-0.997,-1.797,-0.025,,,,,,,,,-8.25
473,260.0,Kris Bryant,DH,45.0,-1.377,-1.157,-1.363,-0.853,-1.254,-0.196,-0.55,,,,,,,,,-8.29
474,260.0,Justin Wilson,RP,,,,,,,,,23.0,-1.543,0.0,-1.839,-0.67,-0.209,-0.148,-0.052,-8.3
475,259.9,DJ LeMahieu,3B,57.0,-1.33,-1.19,-1.341,-0.84,-1.167,0.155,-1.118,,,,,,,,,-8.39
476,259.7,Travis Bazzana,2B,153.0,-0.926,-0.951,-0.994,-0.55,-0.591,-1.547,-1.337,,,,,,,,,-8.47
477,260.0,Elias Diaz,C,98.0,-1.156,-1.016,-1.155,-0.84,-1.115,-0.746,-0.878,,,,,,,,,-8.48
478,259.9,Warming Bernabel,1B,12.0,-1.529,-1.276,-1.509,-0.878,-1.402,0.205,-0.55,,,,,,,,,-8.53
479,259.9,Andrew McCutchen,DH,70.0,-1.238,-1.071,-1.268,-0.827,-1.027,-0.796,-0.725,,,,,,,,,-8.54
480,260.0,Nick Allen,SS,127.0,-1.046,-1.146,-1.122,-0.449,-0.936,-0.496,-1.774,,,,,,,,,-8.56
481,259.9,Dylan Carlson,OF,75.0,-1.238,-1.114,-1.254,-0.726,-1.054,-0.646,-0.943,,,,,,,,,-8.57
482,259.9,Trent Thornton,RP,,,,,,,,,33.0,-1.351,0.0,-1.37,-0.67,-0.33,0.278,0.218,-8.61
483,260.0,Seth Brown,1B/OF,12.0,-1.522,-1.255,-1.498,-0.878,-1.385,-0.796,0.26,,,,,,,,,-8.69
484,259.9,MJ Melendez,OF,85.0,-1.206,-0.962,-1.166,-0.663,-1.075,-1.647,-0.353,,,,,,,,,-8.69
485,260.0,Luis Urias,2B/3B,62.0,-1.298,-1.136,-1.305,-0.815,-1.123,-0.446,-0.965,,,,,,,,,-8.71
486,259.9,Justyn-Henry Malloy,OF,80.0,-1.213,-1.071,-1.235,-0.79,-0.883,-0.996,-0.943,,,,,,,,,-8.76
487,259.9,Heston Kjerstad,OF,27.0,-1.455,-1.211,-1.433,-0.865,-1.341,-0.646,-0.2,,,,,,,,,-8.79
488,259.9,Nacho Alvarez Jr.,3B,78.0,-1.238,-1.179,-1.272,-0.752,-1.093,-0.196,-1.468,,,,,,,,,-8.84
489,260.0,Abraham Toro,1B/3B,12.0,-1.526,-1.276,-1.509,-0.878,-1.389,-0.045,-0.637,,,,,,,,,-8.92
490,260.0,Kyle Hart,RP,,,,,,,,,34.5,-1.351,0.0,-1.136,-0.67,-0.694,0.202,0.353,-9.0
491,259.9,Evan Phillips,RP,,,,,,,,,19.4,-1.726,0.0,-1.956,-0.67,-0.451,-0.148,-0.214,-9.07
492,259.9,Hunter Renfroe,OF,12.0,-1.526,-1.266,-1.502,-0.878,-1.385,-0.646,-0.2,,,,,,,,,-9.1
493,259.9,Taijuan Walker,SP,,,,,,,,,113.3,-1.251,-1.357,-0.941,0.0,0.0,0.479,0.451,-9.15
494,259.9,Bryan De La Cruz,OF,12.0,-1.526,-1.266,-1.506,-0.878,-1.394,-0.496,-0.418,,,,,,,,,-9.19
495,260.0,Chris Taylor,2B,142.0,-1.018,-0.962,-1.045,-0.487,-0.844,-1.647,-1.556,,,,,,,,,-9.29
496,260.0,Nate Eaton,OF,41.0,-1.412,-1.211,-1.4,-0.701,-1.311,-0.496,-1.053,,,,,,,,,-9.32
497,260.0,Joe Jimenez,RP,,,,,,,,,24.6,-1.435,0.0,-1.721,-0.67,-0.936,0.03,-0.214,-9.35
498,260.0,Jett Williams,SS,89.0,-1.206,-1.103,-1.228,-0.512,-0.979,-1.347,-1.271,,,,,,,,,-9.39
499,260.0,Trey Mancini,DH,27.0,-1.465,-1.222,-1.447,-0.865,-1.341,-0.746,-0.659,,,,,,,,,-9.52
500,259.9,Miles Mastrobuoni,3B,34.0,-1.437,-1.266,-1.44,-0.739,-1.259,-0.296,-1.359,,,,,,,,,-9.58
501,260.0,Emmanuel Rivera,3B,12.0,-1.529,-1.287,-1.513,-0.878,-1.389,-0.196,-1.074,,,,,,,,,-9.66
502,260.0,Tom Murphy,C,60.0,-1.323,-1.103,-1.305,-0.802,-1.198,-1.297,-0.856,,,,,,,,,-9.69
503,260.0,Dairon Blanco,OF,27.0,-1.465,-1.244,-1.455,-0.588,-1.341,-0.646,-1.162,,,,,,,,,-9.71
504,259.9,Jorge Lopez,RP,,,,,,,,,33.0,-1.396,0.0,-1.37,-0.67,-0.815,0.253,0.299,-9.81
505,259.9,LaMonte Wade Jr.,1B/OF,12.0,-1.519,-1.266,-1.509,-0.878,-1.35,-0.796,-0.681,,,,,,,,,-9.83
506,259.9,Stuart Fairchild,OF,31.0,-1.448,-1.222,-1.436,-0.752,-1.311,-0.996,-0.856,,,,,,,,,-9.85
507,259.9,Christian Vazquez,C,73.0,-1.281,-1.136,-1.283,-0.79,-1.215,-0.946,-1.446,,,,,,,,,-9.95
508,260.0,Tim Anderson,SS,44.0,-1.423,-1.266,-1.418,-0.777,-1.341,-0.045,-1.862,,,,,,,,,-9.99
509,260.0,Samad Taylor,OF,28.0,-1.458,-1.255,-1.455,-0.726,-1.307,-0.646,-1.293,,,,,,,,,-10.0
510,259.9,Jose Leclerc,RP,,,,,,,,,25.5,-1.44,0.0,-1.721,-0.67,-0.815,0.172,0.137,-10.12
511,260.0,Akil Baddoo,OF,48.0,-1.369,-1.157,-1.367,-0.676,-1.171,-1.497,-1.074,,,,,,,,,-10.21
512,259.9,Shay Whitcomb,3B,28.0,-1.455,-1.201,-1.433,-0.815,-1.333,-1.397,-0.681,,,,,,,,,-10.22
513,260.0,J.D. Davis,1B/3B,12.0,-1.526,-1.266,-1.509,-0.878,-1.381,-0.946,-0.856,,,,,,,,,-10.27
514,260.0,Brandon Drury,2B,12.0,-1.526,-1.276,-1.509,-0.878,-1.389,-0.896,-0.899,,,,,,,,,-10.29
515,259.9,Bobby Miller,RP,,,,,,,,,26.7,-1.484,0.0,-1.604,-0.67,-0.936,0.131,0.245,-10.36
516,260.0,Liover Peguero,SS,12.0,-1.526,-1.276,-1.509,-0.853,-1.394,-0.896,-0.987,,,,,,,,,-10.37
517,259.9,Ji Hwan Bae,SS,12.0,-1.526,-1.298,-1.517,-0.815,-1.376,-0.446,-1.468,,,,,,,,,-10.38
518,260.0,Paul DeJong,2B/SS/ 3B,66.0,-1.313,-1.038,-1.265,-0.802,-1.245,-1.998,-0.834,,,,,,,,,-10.44
519,259.6,Connelly Early,SP,,,,,,,,,64.7,-1.604,-1.855,-1.868,0.0,0.0,-0.179,0.097,-10.71
520,259.9,Derek Law,RP,,,,,,,,,26.4,-1.657,0.0,-1.721,-0.67,-0.815,0.156,0.245,-10.75
521,259.9,Albert Suarez,RP,,,,,,,,,25.7,-1.691,0.0,-1.721,-0.67,-0.936,0.192,0.056,-10.76
522,260.0,Jeimer Candelario,1B/3B,47.0,-1.394,-1.157,-1.367,-0.84,-1.263,-1.747,-1.009,,,,,,,,,-10.78
523,259.9,Jace Jung,3B,48.0,-1.369,-1.168,-1.371,-0.84,-1.141,-1.447,-1.446,,,,,,,,,-10.79
524,259.9,Trey Lipscomb,3B,14.0,-1.526,-1.287,-1.509,-0.853,-1.394,-0.646,-1.621,,,,,,,,,-10.86
525,260.0,Jorge Alfaro,OF,12.0,-1.533,-1.276,-1.509,-0.865,-1.407,-1.047,-1.228,,,,,,,,,-10.89
526,259.9,Luke Jackson,RP,,,,,,,,,25.5,-1.632,0.0,-1.839,-0.67,-0.451,0.283,0.461,-10.9
527,260.0,Tyler Black,1B,15.0,-1.511,-1.266,-1.502,-0.815,-1.341,-1.247,-1.228,,,,,,,,,-10.95
528,260.0,Brandon Williamson,SP,,,,,,,,,82.2,-1.445,-1.76,-1.752,0.0,0.0,0.305,0.198,-11.15
529,259.9,P.J. Higgins,C,12.0,-1.529,-1.287,-1.513,-0.89,-1.394,-1.097,-1.468,,,,,,,,,-11.28
530,259.9,Chad Green,RP,,,,,,,,,25.5,-1.672,0.0,-1.839,-0.67,-0.815,0.43,0.11,-11.31
531,260.0,David Villar,3B,11.0,-1.526,-1.266,-1.509,-0.878,-1.372,-1.697,-1.031,,,,,,,,,-11.4
532,259.9,Jose Siri,OF,13.0,-1.522,-1.255,-1.498,-0.84,-1.385,-2.148,-0.768,,,,,,,,,-11.57
533,260.0,Rene Pinto,C,12.0,-1.526,-1.266,-1.506,-0.878,-1.398,-1.948,-0.921,,,,,,,,,-11.6
534,259.9,Garrett Stubbs,C,35.0,-1.437,-1.233,-1.433,-0.827,-1.289,-1.497,-1.949,,,,,,,,,-11.87
535,259.9,Austin Hedges,C,93.0,-1.213,-1.049,-1.221,-0.714,-1.084,-2.448,-1.949,,,,,,,,,-11.89
536,259.1,Spencer Schwellenbach,SP,,,,,,,,,41.4,-2.153,-2.044,-2.177,0.0,0.0,-0.21,-0.282,-12.02
537,260.0,Jose Herrera,C,22.0,-1.48,-1.266,-1.477,-0.865,-1.32,-1.447,-1.927,,,,,,,,,-12.02
538,259.8,Hunter Strickland,RP,,,,,,,,,30.6,-1.563,0.0,-1.721,-0.67,-0.815,0.709,0.488,-12.19
539,260.0,Cavan Biggio,1B/2B/ 3B/OF,18.0,-1.497,-1.266,-1.491,-0.865,-1.328,-1.647,-1.862,,,,,,,,,-12.23
540,260.0,Ethan Salas,C,13.0,-1.526,-1.287,-1.513,-0.865,-1.381,-1.697,-1.687,,,,,,,,,-12.23
541,259.9,Austin Barnes,C,39.0,-1.419,-1.233,-1.422,-0.815,-1.272,-1.697,-2.168,,,,,,,,,-12.32
542,260.0,Ben Rortvedt,C,33.0,-1.44,-1.244,-1.44,-0.865,-1.276,-1.948,-1.927,,,,,,,,,-12.46
543,260.0,Braden Shewmake,SS,12.0,-1.529,-1.287,-1.513,-0.853,-1.394,-1.897,-1.709,,,,,,,,,-12.51
544,260.0,Jon Singleton,1B,11.0,-1.526,-1.266,-1.509,-0.89,-1.359,-2.248,-1.381,,,,,,,,,-12.51
545,260.0,Jason Delay,C,12.0,-1.533,-1.298,-1.52,-0.878,-1.394,-1.297,-2.299,,,,,,,,,-12.55
546,260.0,T.J. McFarland,RP,,,,,,,,,23.8,-1.982,0.0,-1.956,-0.67,-0.815,0.222,0.542,-12.64
547,260.0,Blake Sabol,C/OF,12.0,-1.533,-1.276,-1.517,-0.865,-1.381,-2.148,-1.731,,,,,,,,,-12.84
548,259.0,Corbin Burnes,SP,,,,,,,,,36.9,-2.245,-2.163,-2.331,0.0,0.0,-0.142,-0.131,-13.21
549,260.0,Javier Assad,SP,,,,,,,,,63.9,-1.823,-2.495,-1.945,0.0,0.0,0.084,0.198,-13.37
550,259.9,Seby Zavala,C,27.0,-1.465,-1.222,-1.455,-0.865,-1.32,-3.199,-1.862,,,,,,,,,-13.99
551,260.0,Kyle Wright,SP,,,,,,,,,30.8,-2.471,-2.66,-1.559,0.0,0.0,-0.058,0.223,-14.0
552,259.8,Alexis Diaz,RP,,,,,,,,,15.3,-2.036,0.0,-2.424,-0.67,-0.936,0.517,0.461,-14.39
553,260.0,Zack Short,2B,11.0,-1.526,-1.276,-1.517,-0.878,-1.359,-2.999,-2.212,,,,,,,,,-14.46
554,260.0,Jordan Montgomery,SP,,,,,,,,,43.7,-2.286,-2.305,-2.331,0.0,0.0,0.132,0.223,-14.87
555,260.0,Antonio Senzatela,SP,,,,,,,,,69.5,-2.104,-2.423,-2.099,0.0,0.0,0.652,0.603,-16.1
556,259.9,Marcus Stroman,SP,,,,,,,,,30.7,-2.568,-2.732,-1.906,0.0,0.0,0.179,0.527,-16.16
557,260.0,Gavin Stone,SP,,,,,,,,,21.7,-2.627,-2.732,-2.717,0.0,0.0,0.0,-0.004,-16.49
558,260.0,Dane Dunning,SP,,,,,,,,,6.2,-2.966,-2.874,-3.103,0.0,0.0,0.216,0.299,-19.32
559,260.0,Bryse Wilson,SP,,,,,,,,,13.0,-2.888,-2.779,-2.987,0.0,0.0,0.763,0.527,-20.31
560,260.0,Triston McKenzie,SP,,,,,,,,,6.2,-2.957,-2.945,-3.142,0.0,0.0,0.447,0.628,-20.67
